author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,year_of_construction,object_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,phone
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308907057/,Московская область,sale,flat,5,21,2,64.76,68500000.0,Пресненский, Костикова,4к1,Улица 1905 года,Lucky,2021,-1.0,-1,-1.0,-1,-1,-1,79623648720.0
ID 118582271,homeowner,https://balashikha.cian.ru/sale/flat/308939146/,Московская область,sale,flat,10,17,2,52.2,9890000.0,, Свердлова,50,Щёлковская,,2006,-1.0,-1,-1.0,-1,"35,5 м²","9,6 м²",79169629574.0
ИНСИТИ девелопмент,developer,https://krasnodar.cian.ru/sale/flat/308023440/,Московская область,sale,flat,16,24,2,58.14,7987000.0,,,,,Микрорайон Любимово,2024,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, предчистовая, чистовая",20 м²,"16,3 м²",78612058451.0
Ольга Приходько,realtor,https://spb.cian.ru/sale/flat/305280589/,Московская область,sale,flat,2,5,1,16.0,4490000.0,Центральный,5-я Советская ,26,Площадь Восстания,,1877,-1.0,-1,-1.0,-1,"12,4 м²",2 м²,79117746332.0
ЕкатеринодарИнвест-Строй,developer,https://krasnodar.cian.ru/sale/flat/294667073/,Московская область,sale,flat,2,24,1,40.58,5264038.0,мкр. РИП,Российская ,,,Гулливер,2026,-1.0,Монолитно-кирпичный,-1.0,Без отделки,"17,7 м²",-1,78612058404.0
Romanov Estate,real_estate_agent,https://www.cian.ru/sale/flat/306373900/,Московская область,sale,flat,13,30,1,93.8,28999999.0,Щукино,проезд 4-й Красногорский,,Стрешнево,Moments,2025,-1.0,-1,-1.0,Без отделки,62 м²,9 м²,79852211138.0
Ю-Питер,real_estate_agent,https://spb.cian.ru/sale/flat/303207047/,Московская область,sale,flat,2,5,1,30.0,6500000.0,Центральный,Херсонская ,8,Площадь Александра Невского,,1896,-1.0,-1,-1.0,-1,-1,-1,79819109958.0
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/298036735/,Московская область,sale,flat,4,24,1,40.4,10247000.0,Центр, Большакова,66,Геологическая,RedRock,2024,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,13 м²,"16,5 м²",73432260879.0
Дмитрий Асташов,realtor,https://www.cian.ru/sale/flat/307182224/,Московская область,sale,flat,11,14,1,35.5,21500000.0,Хамовники,Большой Саввинский переулок,10С1,Киевская,,1976,-1.0,-1,-1.0,-1,21 м²,-1,79160162374.0
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/298038407/,Московская область,sale,flat,2,16,1,55.9,21462000.0,Центр, Февральской Революции,21,Динамо,19/05,2024,-1.0,Монолитно-кирпичный,-1.0,Черновая,"22,3 м²","18,3 м²",73432260691.0
Квартирное Решение,real_estate_agent,https://omsk.cian.ru/sale/flat/307198436/,Московская область,sale,flat,1,5,1,29.8,3750000.0,Октябрьский, 50 лет ВЛКСМ,5А,,,1969,-1.0,-1,-1.0,-1,17 м²,6 м²,79620396695.0
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/298036735/,Московская область,sale,flat,4,24,1,40.4,10247000.0,Центр, Большакова,66,Геологическая,RedRock,2024,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,13 м²,"16,5 м²",73432260879.0
Romanov Estate,real_estate_agent,https://www.cian.ru/sale/flat/306373900/,Московская область,sale,flat,13,30,1,93.8,28999999.0,Щукино,проезд 4-й Красногорский,,Стрешнево,Moments,2025,-1.0,-1,-1.0,Без отделки,62 м²,9 м²,79852211138.0
НВМ,representative_developer,https://krasnodar.cian.ru/sale/flat/308001791/,Московская область,sale,flat,2,7,1,39.4,6304000.0,пос. Южный, Екатерининская,5к2,,История 2,2025,-1.0,-1,-1.0,Предчистовая,16 м²,"12,5 м²",78612055802.0
Ваш Гарант офис Курортный,real_estate_agent,https://sochi.cian.ru/sale/flat/305167513/,Московская область,sale,flat,5,5,1,42.0,7000000.0,Центральный, Навагинская,13/1,,,2014,-1.0,-1,-1.0,-1,33 м²,7 м²,79180303782.0
Диалог Риэлт,real_estate_agent,https://lyubertsy.cian.ru/sale/flat/308678545/,Московская область,sale,flat,4,4,1,31.9,4000000.0,Октябрьский рп, Комсомольская,11,,,1964,-1.0,-1,-1.0,-1,"18,7 м²",6 м²,79150877034.0
DOGMA,developer,https://krasnodar.cian.ru/sale/flat/305421053/,Московская область,sale,flat,2,18,1,38.3,5162840.0,,,,,Парк Победы - 2,2025,-1.0,-1,-1.0,Предчистовая,"12,3 м²","12,6 м²",78612055818.0
Ваш Гарант офис Курортный,real_estate_agent,https://sochi.cian.ru/sale/flat/305167513/,Московская область,sale,flat,5,5,1,42.0,7000000.0,Центральный, Навагинская,13/1,,,2014,-1.0,-1,-1.0,-1,33 м²,7 м²,79180303782.0
Космополис,real_estate_agent,https://www.cian.ru/sale/flat/305881394/,Московская область,sale,flat,1,12,1,38.9,12690000.0,Таганский, Талалихина,3,Пролетарская,,1978,-1.0,-1,-1.0,-1,21 м²,9 м²,79660471558.0
Новый Адрес,real_estate_agent,https://spb.cian.ru/sale/flat/308742503/,Московская область,sale,flat,2,5,1,33.0,4800000.0,Московский,Бассейная ,5,Парк Победы,,1961,-1.0,-1,-1.0,-1,"17,3 м²","5,8 м²",79112633577.0
СК10,developer,https://rostov.cian.ru/sale/flat/305717857/,Московская область,sale,flat,21,25,1,37.39,5565839.0,Кировский,,,,Культура ЖК,2027,-1.0,-1,-1.0,Неизвестно,14 м²,-1,78632251324.0
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/298221123/,Московская область,sale,flat,25,25,1,37.2,8027100.0,Чкаловский, 8 Марта,204Д,Чкаловская,Ботаника LIFE,2023,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,"13,1 м²","14,3 м²",73432261131.0
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/303071841/,Московская область,sale,flat,19,32,1,32.2,25000000.0,Пресненский,Шмитовский проезд,39к2,Шелепиха,Headliner,2019,-1.0,-1,-1.0,-1,-1,7 м²,79645660140.0
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/297952059/,Московская область,sale,flat,18,22,1,43.0,19200000.0,Щукино,Большой Волоколамский проезд,23,Стрешнево,Комплекс апартаментов B’aires,2022,-1.0,-1,-1.0,-1,22 м²,12 м²,79854281089.0
DOGMA,developer,https://krasnodar.cian.ru/sale/flat/305421053/,Московская область,sale,flat,2,18,1,38.3,5162840.0,,,,,Парк Победы - 2,2025,-1.0,Монолитно-кирпичный,-1.0,"Предчистовая, чистовая","12,3 м²","12,6 м²",78612055818.0
Этажи Москва,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/306211685/,Московская область,sale,flat,16,18,1,40.5,12500000.0,, Видная,3,Митино,Митино парк,2019,-1.0,-1,-1.0,-1,-1,"18,2 м²",79660630320.0
DealEstate,real_estate_agent,https://spb.cian.ru/sale/flat/297420311/,Московская область,sale,flat,17,22,1,20.7,4000000.0,Красногвардейский,Полюстрово,16к1,Девяткино,Цветной Город,2019,-1.0,-1,-1.0,Чистовая,10 м²,"5,4 м²",79819394106.0
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/297952059/,Московская область,sale,flat,18,22,1,43.0,19200000.0,Щукино,Большой Волоколамский проезд,23,Стрешнево,Комплекс апартаментов B’aires,2022,-1.0,-1,-1.0,-1,22 м²,12 м²,79854281089.0
Новый Адрес,real_estate_agent,https://spb.cian.ru/sale/flat/299723646/,Московская область,sale,flat,3,5,1,39.04,6000000.0,Московский, Струве,8к2,Звездная,Зеленый квартал,2024,-1.0,-1,-1.0,Чистовая,"10,5 м²","15,8 м²",79692036719.0
Юлия Мамаева,realtor,https://www.cian.ru/sale/flat/308479614/,Московская область,sale,flat,7,9,3,58.0,15800000.0,Чертаново Южное,Россошанская ,11К3,Улица Академика Янгеля,,1972,-1.0,-1,-1.0,-1,-1,6 м²,79660631563.0
ЕкатеринодарИнвест-Строй,developer,https://krasnodar.cian.ru/sale/flat/294666388/,Московская область,sale,flat,4,24,2,57.34,6375061.0,мкр. РИП,Российская ,,,Гулливер,2026,-1.0,Монолитно-кирпичный,-1.0,Без отделки,"31,9 м²",-1,78612058404.0
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/309003049/,Московская область,sale,flat,4,11,2,67.31,72000000.0,Дорогомилово,,3к3,Парк Победы,Виктори Парк Резиденсез ЖК,2020,-1.0,-1,-1.0,-1,-1,-1,79153257493.0
MERSI,real_estate_agent,https://www.cian.ru/sale/flat/308549670/,Московская область,sale,flat,13,33,2,40.0,17900000.0,Метрогородок,Открытое шоссе,18Ак4,Бульвар Рокоссовского,Лосиноостровский парк,2023,-1.0,-1,-1.0,-1,-1,10 м²,79104517991.0
СтройИнжиниринг,developer,https://sochi.cian.ru/sale/flat/296506130/,Московская область,sale,flat,2,10,2,69.56,22259200.0,Центральный,,,,Отражение,2025,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,-1,-1,78612058459.0
Юлия Мамаева,realtor,https://www.cian.ru/sale/flat/308479614/,Московская область,sale,flat,7,9,3,58.0,15800000.0,Чертаново Южное,Россошанская ,11К3,Улица Академика Янгеля,,1972,-1.0,-1,-1.0,-1,-1,6 м²,79660631563.0
ЕкатеринодарИнвест-Строй,developer,https://krasnodar.cian.ru/sale/flat/294666388/,Московская область,sale,flat,4,24,2,57.34,6375061.0,мкр. РИП,Российская ,,,Гулливер,2026,-1.0,Монолитно-кирпичный,-1.0,Без отделки,"31,9 м²",-1,78612058404.0
Анастасия Иванова,realtor,https://www.cian.ru/sale/flat/308201042/,Москва,sale,flat,3,27,4,102.0,58700000.0,Раменки, Янковского,1к1,Аминьевская,Событие,2021,-1.0,-1,-1.0,-1,65 м²,20 м²,79169225336.0
КОРТРОС,developer,https://www.cian.ru/sale/flat/306697779/,Москва,sale,flat,12,14,4,75.47,41583970.0,Пресненский,Шмитовский проезд,39к9,Шелепиха,Headliner,2024,-1.0,Монолитно-кирпичный,-1.0,Без отделки,"39,2 м²",-1,74997150399.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/307587335/,Москва,sale,flat,7,7,4,190.0,140000000.0,Беговой,Ленинградский проспект,15С9,Белорусская,Bolshevik,-1,-1.0,-1,-1.0,-1,118 м²,25 м²,79099734492.0
Ташир,developer,https://www.cian.ru/sale/flat/301852553/,Москва,sale,flat,4,17,4,103.7,58020150.0,Раменки,Мичуринский проспект,вл30Б,Ломоносовский проспект,Legacy,2024,-1.0,Монолитный,-1.0,"Без отделки, предчистовая, черновая, чистовая","67,1 м²","5,8 м²",74951347286.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/305176356/,Москва,sale,flat,3,13,4,93.0,79950000.0,Раменки,Ломоносовский проспект,36,Ломоносовский проспект,Счастье на Ломоносовском,-1,-1.0,-1,-1.0,-1,60 м²,20 м²,79858655936.0
Villagio Realty,real_estate_agent,https://www.cian.ru/sale/flat/308421617/,Москва,sale,flat,29,29,4,167.1,62500000.0,Строгино, Маршала Катукова,24к5,Строгино,Янтарный город,2008,-1.0,-1,-1.0,-1,"99,3 м²","28,9 м²",79153383587.0
Пионер,developer,https://www.cian.ru/sale/flat/301459912/,Москва,sale,flat,14,18,4,112.8,111829581.0,Донской,2-й Донской проезд,10,Ленинский проспект,SHIFT,2028,-1.0,Монолитный,-1.0,"Без отделки, чистовая",-1,-1,74951370987.0
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/303533444/,Москва,sale,flat,20,29,4,92.9,29500000.0,Фили-Давыдково, Ивана Франко,6,Кунцевская,MainStreet,2022,-1.0,-1,-1.0,-1,"59,2 м²","8,4 м²",79165941826.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/295989074/,Москва,sale,flat,17,17,4,157.0,149500000.0,Хамовники,Большой Афанасьевский переулок,11-13,Кропоткинская,,-1,-1.0,-1,-1.0,-1,114 м²,"24,1 м²",79859962624.0
Донстрой,developer,https://www.cian.ru/sale/flat/308969351/,Москва,sale,flat,16,26,4,105.9,42201150.0,Лефортово,бульвар Сенкевича,,Римская,Символ,2025,-1.0,Монолитный,-1.0,"Без отделки, чистовая, чистовая с мебелью","55,8 м²","18,3 м²",74951387018.0
Dominanta,developer,https://www.cian.ru/sale/flat/304842378/,Москва,sale,flat,27,34,4,130.6,97362300.0,Раменки,проезд 4-й Сетуньский,10Ас2,Парк Победы,hideOUT,2028,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,"89,9 м²","8,7 м²",74951379581.0
Елена Подстрешная,realtor,https://www.cian.ru/sale/flat/308858083/,Москва,sale,flat,3,28,4,133.2,41500000.0,Филевский парк,Береговой проезд,1Б,Шелепиха,мой адрес На Береговом,2021,-1.0,-1,-1.0,-1,80 м²,33 м²,79165339960.0
